Gender,Age,StudyHours,Attendance,ExamScore,FinalGrade,Motivation,StressLevel,LearningStyle,AssignmentCompletion,Extracurricular,OnlineCourses
M,18,10,90,52.0,15.0,3,4,1,96,1,1
F,23,8,97,61.0,28.0,4,2,1,63,0,0
F,23,5,64,93.0,25.0,4,1,2,69,0,0
F,23,3,88,88.0,39.0,3,3,3,83,0,0
M,22,10,93,72.0,96.0,1,2,3,81,1,1
M,18,9,62,91.0,24.0,2,2,3,62,1,1
M,23,1,85,93.0,63.0,3,1,3,79,0,0
M,22,11,73,68.0,19.0,4,3,1,91,1,0
F,24,12,81,96.0,31.0,4,4,2,81,1,0
M,18,4,98,98.0,35.0,2,2,1,94,1,0
F,22,7,91,88.0,65.0,4,1,2,91,0,1
F,24,15,81,57.0,41.0,3,4,1,65,1,1
F,23,10,80,87.0,65.0,1,3,3,91,1,0
M,23,9,91,61.0,83.0,2,1,2,82,1,1
F,20,12,84,71.0,22.0,1,1,2,62,0,0
F,20,16,84,67.0,68.0,1,4,2,95,0,1
M,17,17,81,80.0,40.0,3,3,3,75,1,1
F,21,3,72,79.0,92.0,2,3,3,60,0,0
F,17,8,89,59.0,54.0,3,4,3,81,0,0
F,18,5,99,67.0,90.0,3,4,1,72,0,0
M,23,8,93,59.0,57.0,1,1,2,77,0,1
F,23,4,60,77.0,47.0,4,1,2,70,1,0
M,17,15,68,50.0,43.0,1,3,1,90,1,1
F,22,17,75,92.0,50.0,2,4,2,87,1,1
M,20,10,68,77.0,91.0,1,3,2,62,0,1
F,22,1,85,64.0,34.0,2,4,2,96,1,0
M,23,12,68,97.0,54.0,2,2,3,93,0,0
M,19,4,70,60.0,26.0,2,1,2,67,0,1
F,18,15,74,75.0,34.0,1,4,2,89,0,1
M,20,17,93,98.0,18.0,1,3,1,94,1,1
F,20,2,74,99.0,38.0,1,1,1,82,0,1
F,18,19,93,61.0,57.0,1,3,3,86,0,0
F,23,12,87,52.0,34.0,4,3,2,78,1,1
F,21,9,97,87.0,68.0,3,2,1,90,0,1
M,17,15,66,85.0,92.0,4,3,1,61,0,1
M,20,4,73,78.0,77.0,2,3,1,65,1,0
F,19,17,64,79.0,71.0,1,3,1,98,0,0
M,19,4,62,64.0,67.0,1,1,2,77,0,1
M,22,7,66,62.0,59.0,1,2,3,87,0,0
M,24,15,68,63.0,91.0,3,4,2,74,0,0
F,19,15,81,78.0,29.0,2,2,3,76,1,1
M,24,18,77,90.0,48.0,4,2,2,64,1,1
M,21,11,70,53.0,90.0,1,2,2,93,1,0
F,17,17,96,75.0,48.0,4,4,3,99,1,1
M,24,16,71,96.0,77.0,1,1,1,92,1,0
M,21,12,91,64.0,20.0,1,3,3,80,1,1
M,23,18,68,72.0,42.0,1,4,3,80,1,1
M,20,19,90,51.0,37.0,3,4,3,84,0,1
F,24,4,81,87.0,52.0,1,3,1,66,1,1
M,19,16,98,99.0,33.0,4,2,2,85,1,0
M,24,13,90,91.0,72.0,2,4,3,85,1,0
M,19,17,63,82.0,34.0,2,3,1,68,1,1
F,19,3,95,75.0,33.0,3,4,2,99,0,1
M,19,2,63,50.0,71.0,4,2,2,91,0,1
F,17,16,96,75.0,25.0,1,3,2,92,1,0
M,22,17,79,80.0,55.0,3,3,2,65,0,0
F,24,18,88,93.0,76.0,3,1,2,94,0,1
F,23,14,62,56.0,76.0,4,2,1,70,1,0
M,17,19,94,89.0,81.0,2,1,3,90,0,0
F,17,15,94,93.0,35.0,4,2,2,95,0,1
M,21,5,96,69.0,35.0,2,3,2,96,0,0
M,18,9,76,60.0,74.0,3,1,2,62,0,1
F,18,17,63,56.0,66.0,4,1,2,92,1,1
M,21,6,89,84.0,31.0,4,2,3,74,0,1
M,19,16,73,69.0,54.0,3,1,2,67,1,0
F,22,15,99,58.0,79.0,1,1,2,94,0,1
M,22,19,99,64.0,58.0,4,1,2,91,0,1
M,22,11,69,96.0,66.0,4,3,2,96,1,1
F,20,5,79,56.0,36.0,2,4,1,70,1,0
M,19,4,79,82.0,44.0,1,4,3,83,0,0
F,22,15,72,78.0,26.0,1,2,1,73,1,0
M,17,2,64,72.0,37.0,2,2,2,61,1,1
M,23,10,73,56.0,82.0,2,3,1,64,1,1
F,18,9,69,60.0,18.0,4,1,3,85,0,0
F,24,10,80,58.0,66.0,4,2,3,62,1,1
F,23,19,60,77.0,60.0,4,1,1,64,0,1
F,18,9,64,64.0,32.0,1,3,1,72,0,0
M,22,15,83,87.0,51.0,1,3,1,84,0,0
F,20,17,85,83.0,18.0,1,2,3,94,0,0
M,24,7,98,84.0,82.0,3,4,1,86,1,1
M,21,5,74,93.0,66.0,2,2,1,74,1,0
M,21,5,61,62.0,69.0,2,1,3,89,0,0
M,20,2,99,67.0,59.0,4,4,3,91,1,0
M,17,14,70,95.0,26.0,2,3,3,75,0,0
M,22,18,70,61.0,63.0,2,4,1,70,1,1
F,23,14,82,62.0,52.0,4,2,2,82,0,0
M,24,12,67,61.0,66.0,1,1,2,83,0,1
M,21,12,87,93.0,51.0,1,4,3,76,1,0
M,20,18,93,96.0,54.0,4,3,1,69,1,0
F,21,19,73,59.0,77.0,4,4,2,96,1,0
M,20,1,67,79.0,45.0,3,2,1,75,1,1
M,20,7,71,70.0,77.0,4,1,3,65,1,1
F,23,13,71,89.0,32.0,2,4,3,90,0,0
M,23,18,96,58.0,15.0,2,3,2,67,0,1
F,22,3,70,86.0,62.0,1,2,3,89,0,0
M,21,12,71,88.0,55.0,2,4,2,65,0,0
F,18,18,89,76.0,59.0,3,4,1,82,0,0
M,22,18,69,60.0,32.0,1,3,2,60,1,1
M,20,10,87,95.0,21.0,3,4,2,78,1,1
M,22,2,87,65.0,56.0,2,1,3,65,0,0
M,18,13,63,99.0,55.0,4,1,3,74,1,0
F,22,18,84,66.0,74.0,3,2,2,75,1,0
F,17,4,90,51.0,74.0,3,1,2,68,0,1
M,23,3,80,79.0,56.0,4,2,2,81,1,1
F,19,13,71,54.0,58.0,1,3,3,95,0,1
M,20,19,72,57.0,64.0,1,1,1,77,0,1
F,19,11,71,86.0,49.0,1,4,2,97,1,0
F,24,16,81,85.0,31.0,2,3,1,84,1,0
F,23,4,80,86.0,64.0,3,4,1,86,0,1
M,22,9,95,69.0,63.0,1,4,2,66,1,0
M,24,2,70,96.0,66.0,1,2,3,61,0,0
F,22,2,74,91.0,73.0,2,2,3,96,1,1
M,17,14,60,73.0,38.0,3,4,2,64,1,1
F,17,15,85,85.0,70.0,4,2,2,83,0,0
F,19,3,68,68.0,27.0,4,4,2,87,0,0
M,20,16,63,55.0,72.0,4,2,2,89,1,0
M,20,9,86,68.0,21.0,1,3,2,97,1,0
F,22,18,76,85.0,85.0,2,1,1,76,0,1
M,17,13,91,65.0,62.0,4,3,1,76,1,0
M,22,15,72,99.0,73.0,1,3,1,88,1,0
M,23,9,85,77.0,32.0,1,3,1,74,1,1
F,19,5,87,71.0,30.0,4,2,2,80,1,0
M,24,17,81,91.0,64.0,4,4,1,63,1,0
M,20,1,71,97.0,25.0,4,2,2,88,1,1
F,20,10,99,55.0,82.0,2,2,2,63,0,0
F,20,1,62,99.0,41.0,1,1,1,83,0,0
F,18,11,90,85.0,71.0,1,2,1,86,0,1
F,19,5,90,76.0,79.0,2,4,1,86,0,1
M,18,16,68,76.0,59.0,2,2,3,60,0,0
F,23,19,97,62.0,45.0,4,4,1,61,0,0
F,24,14,83,99.0,84.0,2,2,1,81,0,1
M,23,2,66,64.0,62.0,3,1,3,91,1,0
F,23,4,89,78.0,65.0,3,2,2,70,1,1
F,21,7,91,77.0,43.0,3,3,1,64,1,0
F,23,10,81,60.0,39.0,1,2,2,62,1,1
F,23,14,92,81.0,70.0,3,1,3,87,1,0
F,18,3,65,58.0,54.0,3,3,3,90,1,1
F,20,9,62,72.0,55.0,2,4,1,81,0,1
F,20,16,75,54.0,55.0,3,1,2,97,0,0
M,18,10,68,96.0,25.0,2,4,2,99,0,0
M,17,13,80,68.0,52.0,2,1,3,76,1,1
M,20,2,94,53.0,31.0,4,4,1,63,1,1
F,22,13,71,78.0,68.0,4,4,3,83,0,1
M,17,11,69,70.0,19.0,3,3,3,60,1,1
F,17,7,98,75.0,87.0,1,2,1,76,1,0
M,24,11,91,74.0,71.0,4,4,3,81,1,0
F,24,6,81,85.0,74.0,4,4,3,69,1,0
F,21,14,77,71.0,35.0,1,2,2,66,0,0
M,20,3,64,63.0,69.0,2,4,2,90,1,0
F,24,1,85,90.0,24.0,2,4,2,63,0,0
M,20,13,90,94.0,29.0,3,2,1,86,1,0
F,18,13,62,99.0,34.0,3,3,3,99,1,1
M,19,16,91,64.0,93.0,2,3,3,87,0,0
M,24,18,62,68.0,52.0,4,4,2,87,1,1
M,19,3,76,80.0,37.0,1,3,1,96,1,1
M,19,3,72,98.0,49.0,3,1,3,67,1,1
F,17,18,74,94.0,38.0,3,4,2,85,1,1
M,20,14,94,56.0,44.0,3,2,2,68,0,1
M,20,10,94,68.0,75.0,2,1,1,76,0,0
M,22,6,66,92.0,44.0,3,3,1,78,0,1
M,22,8,65,72.0,84.0,2,2,1,85,1,1
F,19,9,72,97.0,65.0,4,1,3,82,1,0
M,20,14,64,68.0,75.0,4,2,1,95,1,0
M,17,13,71,70.0,29.0,1,1,2,61,1,1
M,18,6,92,97.0,67.0,3,3,3,84,1,0
F,21,9,87,56.0,50.0,2,2,3,73,0,1
F,22,19,92,94.0,38.0,2,1,2,99,0,1
M,21,2,99,66.0,66.0,1,3,1,68,0,0
F,18,11,79,99.0,42.0,4,2,3,69,1,1
M,20,6,73,94.0,76.0,1,3,2,99,0,1
F,23,9,93,83.0,64.0,3,1,1,83,0,1
F,24,8,89,82.0,26.0,4,3,3,95,1,1
M,17,7,67,90.0,31.0,2,1,3,63,0,0
M,22,10,65,94.0,63.0,1,1,3,72,1,0
F,24,6,61,56.0,77.0,2,4,1,83,0,0
M,20,10,92,67.0,61.0,1,4,2,88,1,0
F,24,14,91,88.0,33.0,3,1,2,78,0,1
M,22,17,73,52.0,39.0,4,3,3,77,0,1
M,18,13,84,94.0,52.0,2,1,3,76,0,1
M,21,18,79,51.0,82.0,2,1,3,84,1,0
M,24,7,93,80.0,73.0,3,1,1,73,0,1
M,24,14,74,80.0,37.0,4,2,2,75,0,1
F,22,17,70,55.0,16.0,1,2,1,80,0,0
M,23,5,69,63.0,59.0,1,2,1,88,0,1
M,17,10,71,65.0,59.0,2,1,1,61,1,0
F,17,8,74,94.0,56.0,4,3,1,92,0,0
F,19,12,77,59.0,59.0,1,2,3,82,0,1
M,23,11,62,56.0,46.0,1,2,1,60,1,0
M,21,7,92,65.0,80.0,4,1,3,69,1,1
M,21,17,85,52.0,30.0,4,4,3,96,1,0
F,24,2,91,79.0,78.0,3,2,3,98,0,0
M,18,14,63,84.0,81.0,3,4,3,65,1,1
M,17,9,60,76.0,57.0,1,4,3,99,0,1
M,24,10,95,91.0,24.0,3,3,2,78,0,1
M,22,5,93,50.0,66.0,2,3,1,86,0,1
M,24,10,68,65.0,31.0,3,2,3,70,0,1
F,19,18,61,91.0,73.0,3,2,2,69,1,1
M,20,9,86,62.0,66.0,2,3,3,86,1,1
F,19,1,99,64.0,78.0,3,1,3,93,1,1
F,17,13,73,80.0,66.0,1,2,3,97,1,1
F,17,17,74,82.0,57.0,1,3,3,68,0,1
F,23,11,89,99.0,50.0,3,2,2,61,0,0
M,18,8,71,61.0,77.0,2,3,1,75,0,0
M,17,14,97,79.0,54.0,1,2,1,70,1,0
M,19,15,83,54.0,30.0,3,3,2,79,1,1
M,19,11,95,53.0,43.0,3,2,3,66,1,1
F,18,9,79,86.0,34.0,3,2,3,97,0,0
M,22,3,70,68.0,26.0,1,2,2,98,1,0
M,17,13,99,59.0,36.0,1,2,3,74,1,0
M,17,3,68,85.0,69.0,1,4,2,87,0,1
M,21,9,79,95.0,39.0,2,4,1,70,1,1
M,22,6,79,65.0,44.0,4,2,1,69,0,1
F,22,4,63,86.0,56.0,2,2,1,94,0,0
F,23,1,76,92.0,47.0,4,1,1,73,1,1
M,21,17,75,58.0,56.0,3,1,3,83,1,1
F,18,10,72,95.0,73.0,4,1,2,98,0,1
F,24,2,71,87.0,48.0,4,1,3,98,0,0
F,24,4,85,62.0,24.0,1,4,3,83,0,0
M,21,14,91,53.0,49.0,1,3,3,83,0,1
M,23,2,94,68.0,41.0,2,4,2,65,1,1
F,24,11,85,50.0,24.0,2,1,3,85,0,0
M,20,12,90,65.0,72.0,2,2,2,62,1,1
M,21,18,75,86.0,45.0,2,3,3,89,0,0
F,23,5,82,85.0,92.0,1,1,2,69,0,0
M,22,14,73,60.0,68.0,1,3,3,68,0,1
F,19,14,88,59.0,62.0,3,2,3,70,1,0
F,24,19,72,68.0,36.0,2,3,3,89,0,0
M,23,18,75,92.0,77.0,1,3,3,63,0,0
F,20,16,88,60.0,40.0,4,4,3,73,0,1
M,17,18,78,99.0,69.0,3,1,2,60,1,0
M,24,1,62,65.0,38.0,2,2,1,73,0,0
M,23,17,79,56.0,50.0,4,3,2,94,1,0
M,24,12,77,58.0,33.0,2,1,3,82,0,0
F,24,4,66,79.0,69.0,2,4,1,63,1,1
F,23,6,71,57.0,63.0,2,2,2,82,0,0
M,20,14,88,51.0,59.0,2,4,1,62,0,1
F,21,14,76,65.0,54.0,4,1,2,69,0,1
F,20,11,74,77.0,65.0,3,4,1,65,0,1
M,23,15,70,58.0,41.0,2,3,1,95,0,1
F,18,1,88,83.0,41.0,2,1,3,71,1,0
F,23,16,64,71.0,94.0,1,3,3,80,1,1
F,18,10,84,88.0,80.0,2,3,1,88,0,0
M,22,6,82,88.0,74.0,2,4,1,91,0,0
F,24,8,92,76.0,33.0,3,2,1,81,0,0
M,22,14,64,97.0,78.0,2,4,2,91,1,1
F,19,2,87,86.0,21.0,2,4,2,82,0,0
M,21,16,88,63.0,49.0,2,2,3,84,1,1
M,21,3,88,74.0,43.0,2,2,1,72,1,0
F,19,2,78,72.0,40.0,2,3,2,64,1,0
M,24,19,62,59.0,77.0,2,1,3,93,1,1
F,23,10,79,81.0,84.0,3,1,3,69,1,0
M,18,14,71,62.0,74.0,4,3,3,96,0,0
F,20,9,82,55.0,78.0,4,4,2,99,1,0
F,21,4,70,80.0,21.0,3,4,1,79,0,1
M,19,15,71,97.0,34.0,3,1,2,72,0,1
M,24,7,98,71.0,54.0,2,4,3,81,0,0
F,23,12,72,91.0,47.0,4,4,3,85,0,1
F,20,8,74,77.0,36.0,2,3,3,97,1,1
F,23,18,61,81.0,53.0,2,3,3,64,0,1
F,18,16,71,71.0,45.0,4,1,2,79,0,1
M,23,9,90,60.0,52.0,1,1,3,62,0,0
M,18,2,66,96.0,66.0,3,1,2,69,1,1
M,18,14,73,67.0,79.0,2,1,1,91,0,1
F,24,17,97,73.0,63.0,2,3,3,79,1,0
F,22,5,92,73.0,72.0,4,1,2,73,1,0
M,20,19,96,83.0,33.0,3,4,1,84,1,0
F,18,16,85,69.0,70.0,2,2,3,74,1,0
M,24,10,74,72.0,47.0,2,3,2,85,1,0
F,24,7,60,76.0,73.0,2,3,3,71,0,0
F,17,5,61,81.0,50.0,2,2,3,68,0,1
M,23,12,73,98.0,48.0,3,1,2,82,1,0
F,23,17,98,51.0,33.0,4,3,2,63,0,1
M,17,14,62,79.0,72.0,4,2,3,77,1,0
F,24,15,85,95.0,31.0,3,2,3,84,0,1
F,19,1,95,70.0,32.0,3,4,1,97,0,1
M,17,14,71,56.0,34.0,4,2,1,77,1,0
F,17,4,82,50.0,41.0,1,2,1,69,0,1
M,17,8,91,89.0,91.0,4,3,2,64,0,1
M,18,9,61,80.0,61.0,1,4,3,78,0,1
M,17,15,72,63.0,75.0,4,4,1,99,1,1
F,19,19,89,84.0,80.0,1,3,2,90,0,0
M,19,11,89,67.0,57.0,4,1,1,64,0,1
M,22,8,87,59.0,46.0,2,4,3,98,0,1
M,19,15,64,82.0,71.0,2,2,3,81,1,0
M,22,3,61,69.0,21.0,1,3,1,69,1,0
F,20,19,79,78.0,69.0,4,3,3,68,0,1
M,19,6,99,60.0,37.0,4,3,1,71,1,1
F,23,17,94,97.0,32.0,2,4,3,89,1,1
F,17,16,89,84.0,26.0,4,2,2,65,1,0
M,20,7,82,81.0,74.0,4,1,3,77,1,1
F,19,5,62,53.0,34.0,1,4,3,63,0,1
M,18,13,87,97.0,24.0,4,3,3,94,1,1
M,21,9,97,52.0,53.0,3,4,3,88,0,0
M,19,9,76,75.0,74.0,3,3,3,65,0,1
M,23,11,94,88.0,37.0,2,1,3,74,1,1
M,17,17,73,77.0,31.0,3,3,2,74,0,1
F,18,18,74,57.0,29.0,4,2,3,80,1,0
F,17,18,81,56.0,21.0,3,2,2,63,1,1
F,23,9,65,74.0,37.0,2,3,1,82,0,0
M,18,5,64,53.0,37.0,3,1,2,97,0,0
M,18,17,61,99.0,73.0,4,1,2,82,0,1
F,17,17,70,78.0,87.0,2,2,3,96,0,0
M,19,7,61,82.0,45.0,2,1,3,64,1,1
M,19,2,96,87.0,32.0,3,2,2,60,0,0
M,20,17,84,60.0,35.0,1,4,3,97,0,1
M,19,12,93,61.0,52.0,1,4,1,67,0,1
M,18,9,60,55.0,27.0,2,3,2,99,0,0
F,19,5,72,87.0,65.0,2,4,1,65,1,0
F,24,11,79,93.0,64.0,4,2,3,84,0,0
F,24,2,70,61.0,30.0,1,2,2,64,1,0
F,19,3,92,66.0,22.0,2,4,3,73,1,0
F,22,3,97,63.0,35.0,2,3,3,60,0,1
M,20,12,89,63.0,72.0,3,4,3,77,1,1
F,21,3,75,71.0,55.0,3,1,3,70,1,0
F,19,7,78,54.0,71.0,4,1,3,68,0,0
F,21,13,70,68.0,60.0,2,2,3,74,0,1
M,17,5,86,82.0,19.0,1,4,1,73,1,1
F,23,9,62,51.0,25.0,4,4,3,73,1,1
F,23,11,69,67.0,55.0,4,2,2,73,0,1
M,17,12,73,86.0,41.0,2,1,2,93,0,1
M,23,1,87,66.0,17.0,2,2,2,85,0,1
M,19,19,72,75.0,36.0,2,4,2,72,1,0
M,24,10,75,51.0,71.0,4,3,3,62,1,0
F,20,12,95,99.0,35.0,4,3,2,69,0,0
F,20,15,84,81.0,48.0,2,2,2,99,0,0
F,17,17,69,78.0,82.0,3,3,2,95,1,0
M,18,13,76,67.0,48.0,3,1,2,88,0,0
F,20,5,70,61.0,86.0,2,4,2,79,0,1
F,22,18,94,61.0,69.0,2,4,2,81,1,1
M,19,3,89,99.0,50.0,2,3,2,88,0,1
M,17,19,82,63.0,22.0,4,2,3,63,0,0
M,18,10,65,68.0,25.0,4,2,1,77,0,0
M,23,5,87,67.0,33.0,1,2,2,90,0,0
F,19,1,84,97.0,71.0,4,4,3,93,0,0
F,23,16,72,66.0,70.0,3,2,2,70,0,1
F,20,17,71,51.0,71.0,2,4,2,65,0,0
M,17,3,92,98.0,28.0,2,3,2,79,0,0
F,20,15,95,78.0,44.0,1,1,3,89,0,0
M,21,12,70,74.0,46.0,3,4,1,87,1,1
M,21,13,92,78.0,76.0,1,2,3,78,0,1
F,22,10,78,59.0,29.0,4,2,1,91,0,0
M,21,4,90,70.0,84.0,3,3,1,82,0,1
M,20,13,66,77.0,47.0,1,4,2,87,0,0
M,18,12,97,61.0,70.0,2,3,3,68,1,1
F,21,19,89,53.0,73.0,1,2,3,86,0,1
F,22,5,75,83.0,63.0,3,3,3,74,1,0
M,18,15,88,71.0,68.0,3,2,3,67,0,0
F,21,15,83,52.0,74.0,1,4,2,60,1,0
M,21,13,81,74.0,82.0,1,4,1,68,0,0
M,21,11,63,81.0,77.0,1,4,2,84,0,1
M,22,9,96,80.0,77.0,1,3,1,97,1,1
F,22,8,87,96.0,71.0,3,1,3,81,1,0
F,20,3,87,87.0,39.0,3,1,2,74,0,1
F,19,15,68,58.0,77.0,1,2,3,86,1,0
M,23,11,66,77.0,25.0,2,1,2,95,0,0
F,18,3,98,74.0,63.0,4,4,1,69,1,1
F,17,14,69,99.0,80.0,2,1,1,79,0,0
M,21,19,77,68.0,62.0,2,4,3,60,0,1
F,17,17,72,65.0,75.0,1,3,3,78,0,1
M,20,10,75,95.0,88.0,3,4,1,77,1,1
M,24,18,66,61.0,31.0,2,1,3,83,0,0
M,22,10,82,88.0,36.0,1,2,3,72,0,0
F,21,5,75,68.0,21.0,3,3,2,80,1,0
M,21,12,76,90.0,50.0,3,1,2,85,0,1
M,18,19,91,85.0,40.0,3,3,3,69,1,0
M,18,12,89,51.0,81.0,3,4,1,85,0,1
F,22,13,79,92.0,75.0,3,3,1,75,1,1
F,24,1,74,85.0,76.0,1,1,1,85,0,0
F,23,4,84,68.0,66.0,4,1,3,84,1,1
M,19,17,87,73.0,59.0,4,1,2,93,0,0
M,22,12,66,51.0,26.0,4,2,1,94,0,1
F,18,6,85,98.0,33.0,1,1,1,71,0,1
F,19,15,68,92.0,19.0,1,1,3,66,0,1
F,22,8,87,61.0,49.0,3,2,2,96,1,0
M,19,12,91,54.0,50.0,2,3,1,78,1,1
F,18,8,60,71.0,56.0,2,2,1,80,0,1
F,22,18,73,73.0,74.0,2,1,3,86,1,0
F,17,1,87,91.0,72.0,2,1,2,92,1,0
M,18,1,95,98.0,53.0,2,2,1,79,1,1
M,24,18,61,88.0,60.0,2,2,1,72,0,0
M,22,9,96,96.0,35.0,3,2,2,76,1,1
F,21,3,72,64.0,22.0,4,4,3,85,1,1
F,19,14,95,54.0,80.0,1,3,1,68,1,0
M,22,5,73,88.0,88.0,2,1,1,92,0,0
M,23,11,71,76.0,39.0,4,4,2,62,0,1
F,20,10,83,99.0,63.0,4,4,3,74,0,0
M,21,5,87,50.0,44.0,2,4,3,68,1,1
M,21,15,86,84.0,72.0,4,3,3,76,1,0
M,23,11,81,75.0,33.0,2,3,1,66,1,0
F,21,16,60,92.0,39.0,2,1,1,78,1,0
F,18,19,87,74.0,45.0,3,3,3,86,0,1
F,21,16,87,99.0,23.0,2,3,1,99,1,1
F,17,1,67,76.0,63.0,3,3,3,81,0,0
F,17,6,66,61.0,63.0,2,1,2,99,0,0
F,18,3,66,55.0,63.0,2,3,1,97,0,0
F,21,3,97,59.0,64.0,2,3,2,84,1,1
F,17,16,64,95.0,62.0,1,4,2,90,1,1
M,20,5,97,59.0,64.0,2,1,3,72,1,1
F,21,9,69,80.0,28.0,4,2,3,65,0,1
F,23,6,64,64.0,60.0,3,1,2,99,1,0
F,19,7,75,78.0,70.0,3,1,3,65,0,0
F,18,13,92,99.0,70.0,1,2,3,69,1,0
M,23,2,69,94.0,60.0,1,3,3,87,0,0
F,22,3,94,96.0,33.0,2,2,2,62,0,1
F,21,7,76,82.0,46.0,3,1,1,92,1,1
F,23,11,89,52.0,88.0,3,1,2,82,0,0
M,24,14,62,55.0,78.0,3,3,1,79,1,1
M,23,10,78,92.0,47.0,4,2,2,71,0,1
M,22,1,68,94.0,75.0,1,4,1,65,1,0
M,20,18,94,91.0,51.0,2,1,2,86,1,0
M,19,18,72,69.0,61.0,1,2,3,77,1,1
M,19,7,88,94.0,29.0,2,1,1,66,0,1
F,17,8,92,51.0,36.0,3,1,1,87,1,1
F,17,7,70,85.0,44.0,3,1,1,78,1,1
M,19,13,79,70.0,75.0,1,1,1,83,0,1
F,19,7,70,76.0,63.0,4,1,1,92,1,0
F,17,9,98,85.0,85.0,4,3,2,66,1,1
M,23,4,84,52.0,46.0,4,1,3,80,1,0
F,18,16,72,79.0,44.0,3,2,1,96,1,0
M,24,15,73,50.0,55.0,4,4,1,73,0,0
M,17,19,76,96.0,76.0,3,1,1,79,0,1
F,19,17,74,58.0,25.0,2,2,3,77,0,1
M,22,7,77,84.0,74.0,4,2,2,75,1,0
F,23,6,88,68.0,79.0,1,3,1,77,1,0
M,21,17,77,66.0,75.0,1,1,1,63,1,0
F,18,7,85,52.0,28.0,3,1,2,70,1,1
F,23,12,75,70.0,44.0,1,4,1,91,0,0
F,23,7,92,81.0,72.0,4,4,2,70,0,0
M,21,14,70,97.0,72.0,3,2,1,70,1,0
M,24,14,92,53.0,94.0,2,3,1,61,0,1
M,21,5,82,69.0,79.0,2,2,3,98,1,0
M,22,15,91,97.0,64.0,1,2,3,80,1,0
M,20,3,79,74.0,35.0,3,2,3,63,1,1
M,21,14,60,53.0,54.0,2,3,2,68,0,1
M,18,6,64,92.0,90.0,3,4,2,91,1,0
M,18,15,92,76.0,52.0,3,4,1,90,1,0
F,18,12,99,75.0,50.0,3,4,1,74,0,0
F,19,7,81,87.0,58.0,4,4,2,78,0,0
F,20,2,96,79.0,33.0,1,1,3,63,0,0
M,18,4,87,93.0,38.0,4,2,1,90,1,1
M,23,4,75,82.0,17.0,3,3,1,62,1,0
M,23,11,98,54.0,90.0,3,1,1,66,0,1
M,19,16,85,95.0,32.0,2,1,1,90,0,1
F,17,14,61,78.0,46.0,3,2,1,62,0,0
F,22,11,71,65.0,76.0,2,4,1,81,0,1
F,21,6,98,59.0,45.0,3,2,2,96,1,1
M,18,17,62,73.0,81.0,3,1,1,63,0,1
M,18,1,71,97.0,66.0,3,2,2,66,1,1
F,19,16,93,77.0,59.0,3,1,3,65,1,1
F,23,15,61,56.0,54.0,2,4,3,74,1,1
M,24,6,62,86.0,59.0,3,1,2,61,0,1
F,19,5,77,89.0,55.0,1,4,1,98,0,1
M,22,11,78,64.0,36.0,2,1,2,72,1,1
F,18,3,74,81.0,66.0,3,4,1,93,0,0
F,18,19,61,77.0,47.0,4,1,3,84,1,1
F,22,19,98,89.0,89.0,4,3,2,96,1,0
M,22,3,75,70.0,50.0,1,3,3,60,0,1
F,20,10,87,77.0,69.0,1,1,2,81,1,1
M,17,12,89,64.0,94.0,4,4,1,91,1,0
M,17,2,94,55.0,54.0,3,1,2,82,1,1
M,24,16,73,82.0,60.0,4,4,3,65,1,1
F,20,5,83,81.0,22.0,3,3,2,65,0,1
F,20,9,75,88.0,84.0,4,1,3,93,0,0
F,21,7,80,78.0,34.0,2,1,1,75,1,0
M,17,8,99,52.0,40.0,1,2,3,70,0,1
M,23,9,60,89.0,78.0,2,2,1,84,0,1
F,17,10,94,89.0,56.0,4,2,3,65,0,1
F,19,16,98,75.0,45.0,3,1,1,77,1,1
F,20,19,64,79.0,23.0,1,3,2,87,1,0
F,24,8,91,53.0,45.0,4,2,3,72,0,0
F,22,15,86,65.0,50.0,3,3,1,85,1,1
M,23,17,93,95.0,37.0,4,1,3,86,0,1
M,19,11,98,61.0,29.0,1,3,1,70,0,0
F,23,11,89,58.0,44.0,1,1,2,86,1,1
F,18,9,86,50.0,38.0,2,4,2,61,0,0
M,22,16,72,95.0,24.0,4,4,3,77,0,1
F,19,2,90,80.0,43.0,3,2,1,97,1,1
M,20,12,90,62.0,39.0,4,1,3,79,1,0
M,18,9,73,94.0,70.0,3,2,3,94,1,0
M,21,5,85,66.0,37.0,3,1,2,98,1,0
F,17,10,81,99.0,47.0,2,4,2,93,0,1
M,22,4,80,53.0,85.0,2,4,2,67,1,1
F,24,3,77,80.0,32.0,4,1,2,89,1,0
F,18,16,63,86.0,24.0,2,3,1,66,1,1
F,21,8,99,89.0,60.0,1,4,2,91,1,1
F,20,18,81,73.0,20.0,3,2,3,60,1,0
M,19,9,94,68.0,66.0,3,3,3,68,0,0
M,19,1,90,53.0,74.0,2,3,2,68,0,0
F,24,10,64,94.0,70.0,4,3,1,88,0,0
M,20,18,94,85.0,25.0,1,4,1,68,0,0
F,23,4,72,59.0,25.0,2,2,1,85,1,1
M,17,15,65,79.0,20.0,4,1,2,60,0,0
M,21,15,94,65.0,59.0,4,1,1,65,1,1
F,20,4,82,63.0,33.0,2,1,1,62,1,1
F,21,19,90,54.0,81.0,3,1,2,80,0,0
F,24,1,76,85.0,51.0,3,4,2,86,0,1
F,18,14,71,97.0,64.0,2,4,2,67,0,0
